id,page,cluster,cluster_label,stance,strongly_worded,summary,text,x,y
446,40,5,Support – Housing Affordability & Supply,support,False,I support rezoning.,"I support rezoning. It is difficult as a young professional to plan for a future and have a family given the current zoning restrictions. Other benefits to the community include affordable student housing for local and international students, improved ability for people to obtain a home as an investment vehicle, and rejecting the homogenous income zones we have created which has stifled community and connection.",0.669,-0.0466
447,40,1,Strong Opposition – Community Character,oppose,False,I do not support the proposed base residential re-zoning as described.,I do not support the proposed base residential re-zoning as described.,-0.7501,0.2318
448,40,3,Opposition – Infrastructure & Services,oppose,False,I believe blanket residential land use designation will lead to congestion and predatory redevelopment projects that have the possibility of...,I believe blanket residential land use designation will lead to congestion and predatory redevelopment projects that have the possibility of completely changing a neighborhood environment and may increase tensions as neighbors compete for parking space etc,0.0371,0.6623
449,40,5,Support – Housing Affordability & Supply,support,False,Love it - let’s do more like this ASAP.,Love it - let’s do more like this ASAP. Maybe do some that will also provide housing for our unhoused couples and singles (including their pets).,0.5622,0.0593
450,40,5,Support – Housing Affordability & Supply,support,False,"Please building low-rise multi family homes, lots of them.","Please building low-rise multi family homes, lots of them.",0.5088,-0.0185
451,41,1,Strong Opposition – Community Character,oppose,False,I have no issue with the rezoning of properties in Calgary.,I have no issue with the rezoning of properties in Calgary. I am far more interested in increasing density verses growing the footprint of the city as a first approach.,-0.5497,-0.0046
452,41,3,Opposition – Infrastructure & Services,oppose,False,I think more options are needed to address the number of parking spots needed on the property when approving development...,"I think more options are needed to address the number of parking spots needed on the property when approving development permits. Potential approving secondary suits that can only rent to individuals without vehicles so that additional parking isn’t needed. Also, preexisting properties should also need to comply with all rules.",0.1742,0.5257
453,41,1,Strong Opposition – Community Character,oppose,False,I have no issue with the rezoning of properties in Calgary.,I have no issue with the rezoning of properties in Calgary. I would like to see the rules/zoning for home based businesses made easier for business that don’t have customer visits but may have periodic staff coming to the property. As the need/popularity of home based businesses increase the zoning needs to mirror the ever changing environment. There needs to be a category for unique proposals that are not in the current options for development proposals.,-0.6738,0.1532
454,41,1,Strong Opposition – Community Character,oppose,False,I shake my head.,"I shake my head. Are you planning to affect the richer neighbourhoods, ie Mount Royal, Mission, Elbow? I'm sticking to my idea of fair and that is ""I expect my property to remain with the same zoning that I purchased it at."" I've seen changes to my zoning over the years and I'm pretty much fed up with it. Leave it alone! Apparently you in leadership have expertise that you brought to your role and to which you are paid for? Put your thinking caps on. Let's see future planning at work.",-0.7278,-0.1824
455,41,6,Support – Environmental & Sustainability,support,False,This may impact my community but I support the changes.,"This may impact my community but I support the changes. First, I have a home but recognize many are struggling to do so. Increasing supply aids affordability. Second, infrastructure to support new communities on the city's edge is very expensive; incorrect economic signals are being sent. Making the city sustainable requires a smaller footprint with more walking, transit and cycling trips. Increased density supports the business case for more transit, pedestrian and cycling infrastructure.",1.0,0.5997
456,41,3,Opposition – Infrastructure & Services,oppose,False,I live in Braeside.,"I live in Braeside. When 100% of Mount Royal, Elbow Park, Lakeview Village and Brittania are officially designated R-CG I will agree to Braeside going R-CG. In other words, I don't want R-CG at all. I don't want a 2-story duplex towering over me. I like the privacy I have in my yard. Spare me any talk about 'historical significance', 'neighborhood integrity', 'traffic concerns' or other crap that will be said about the wealthy neighborhoods. Approve new housing developments with higher density!",-0.2598,0.5553
457,41,1,Strong Opposition – Community Character,oppose,False,You want to fix housing in Calgary?,"You want to fix housing in Calgary? Stop air B&B's. Stop the rental of houses that have a mortgage. Limit the number of homes a family can own (must be a corp and taxed very heavily). Stop foreign interests from buying homes through students and people who have been in the country for less than 5 years, and they must be in the Country for 6 months and a day every year minimum. MUST BE CITIZENS FOR MORE THAN 5 YEARS! Start regulating real estate agents to stop artificially inflating markets.",-0.6985,0.2094
458,41,3,Opposition – Infrastructure & Services,oppose,False,I live on a street that has had non-stop construction over the past 10 years or so.,"I live on a street that has had non-stop construction over the past 10 years or so. Would it be possible to provide breaks for streets where there is constant construction like this? The noise pollution and disruption to peace, quiet and congestion has made some of us on the street want to move away just for a quieter lifestyle. If we could have a complete year break from construction, it would be so much easier to live on this street. My address is [personal information removed]. Thank you.",-0.0875,0.4803
459,42,1,Strong Opposition – Community Character,oppose,False,Changing zoning is an infringement on my property rights.,Changing zoning is an infringement on my property rights. If I wanted a different structure next door I would have purchased somewhere else. If my councillor supports this I will work and contribute to making sure they are not re-elected.,-0.7592,-0.1265
460,42,3,Opposition – Infrastructure & Services,oppose,False,I am strongly against rezoning R1 to RG.,"I am strongly against rezoning R1 to RG. This blanket rezoning does not take existing home owners and neighbourhoods into consideration. This devalues existing housing and property. It increases traffic, parking issues and construction noise into neighbourhood. We do not want this change. We do not want to live in a high density area filled with renters and subletters and short term lease guests. Our neighbourhood has already seen subletting and VRBO type leasing with negative impact.",-0.1841,0.3777
461,42,6,Support – Environmental & Sustainability,support,False,"Blanket rezoning is contrary to the aesthetics of communities , as is seen in communities such as Marda Loop .","Blanket rezoning is contrary to the aesthetics of communities , as is seen in communities such as Marda Loop . Established trees have to be removed and any remaining land is too small to support the planting of new trees. This is contrary to the goal of expanding the Calgary tree canopy. The reduced tree canopy has a negative effect on wildlife and creates heat sinks which exacerbates climate change . Creating concrete jungles has been shown to cause damage to people’s mental health as well",0.6263,0.3572
462,42,3,Opposition – Infrastructure & Services,oppose,False,"I love that it will be easier to create secondary suites in our neighbourhood, and add capacity to the existing...","I love that it will be easier to create secondary suites in our neighbourhood, and add capacity to the existing area that currently has a relatively low population density. I can't wait for the rezoning!",-0.1797,0.3628
463,42,1,Strong Opposition – Community Character,oppose,True,No no no!,No no no! This is so wrong - keep the status quo City council is planing to destroy my city! Time for an election,-0.7925,-0.082
464,42,3,Opposition – Infrastructure & Services,oppose,False,Blanket Re zone policies are dangerous and will lead to short and longer term unintended consequences.,"Blanket Re zone policies are dangerous and will lead to short and longer term unintended consequences. These will include introducing traffic hazards and congestion in areas not designed for additional loads, overwhelming local services like schools in areas already at capacity, devaluation of adjacent properties in communities specifically designed for single family homes, and increasing crime rates correlated to low cost housing. Rezoning needs to be considered on a case by case basis.",-0.1472,0.6074
465,42,1,Strong Opposition – Community Character,oppose,False,Why should anyone trust this current council.,Why should anyone trust this current council. Some of which were fraudulently elected. A council who wants to raise taxes and give themselves a pay raise they do not deserve. Why should Calgarians trust anything they say. I do not. Rezoning is another way to push their WEF adgendas.,-0.6558,-0.0518
466,42,5,Support – Housing Affordability & Supply,support,True,1.,"1. Low income housing is a priority. The City needs to be tougher on developers to provide more or get into the development game more themselves! 2. Please answer this question, what does the R-CG mean if an area has an existing 'special convenient'? 3. Also, if rezoned to R-CG, the city needs to honour the C! Contextual to the community!! 4. City could relax the requirements necessary for basements suits.",0.6741,0.2473
467,42,5,Support – Housing Affordability & Supply,support,False,I'm thrilled to hear that Calgary is taking housing seriously and using the policy means at its disposal to rezone...,"I'm thrilled to hear that Calgary is taking housing seriously and using the policy means at its disposal to rezone for more housing, as well as involve more stakeholders to build more housing, whether it be market, non-marking, subsidized, or cooperative.",0.6788,0.107
468,43,3,Opposition – Infrastructure & Services,oppose,False,I'm fundamentally against blanket rezoning.,"I'm fundamentally against blanket rezoning. We are already being told that our middle and high schools are at capacity and lotteries will determine who will be bussed to schools far afield and who can walk to schools close by. There is nothing wrong with having variety in communities, in fact it is one of Calgary's strengths. Not every neighborhood has to be high density. Not every proposal that benefits developers is right for great communities & voters counsel should be striving to protect.",-0.3103,0.4716
469,43,5,Support – Housing Affordability & Supply,support,False,"There is no housing crisis, there is an [removed] crisis.","There is no housing crisis, there is an [removed] crisis. How can there be no thought or planning in regards to the number of [removed] allowed to enter Canada? Now Council would like to destroy the great family-oriented communities that have been built. Again, no thought or planning about how this increased density will disrupt traffic in an area.",0.3895,-0.0011
470,43,1,Strong Opposition – Community Character,oppose,False,In the past we paid an extra premium to live in a R1 district.,"In the past we paid an extra premium to live in a R1 district. We chose to live here, not in an area of duplexes, townhomes and apartments. I have seen areas such as Altadore and do not care for the crowded streets and having neighbours so close. In my area, Lakeview, houses are going for a significant price, even knock downs. I cannot see how a developer can buy them, build newer dense product for a reasonable price - for the housing problem. All this seems to do is lessen the quality of life .",-0.6052,-0.0809
471,43,3,Opposition – Infrastructure & Services,oppose,True,PLEASE DO NOT MAKE THIS CHANGE.,"PLEASE DO NOT MAKE THIS CHANGE. I live in a R-C2 zone with some R-CG lots and the parking/congestion is already terrible because of multiple (2-3) car households. We plan to move because of how bad it is. To see almost the whole city proposed to be R-CG makes it feel like there will be no where to go. It will ruin the quiet nature of the old, inner city bungalow communities and I think actually inspire further urban sprawl when people like me move to the fringes that do not have the R-CG zoning.",0.0622,0.5073
472,43,5,Support – Housing Affordability & Supply,support,False,NO to rezoning side streets of single family homes.,"NO to rezoning side streets of single family homes. Keep the row housing to main roadways. Building expensive, cheaply constructed condos will not solve the housing crisis. This will only raise prices on the single family areas remaining.",0.7191,-0.1364
473,43,1,Strong Opposition – Community Character,oppose,False,I do not support this proposal!,I do not support this proposal!,-0.7814,0.0504
474,43,1,Strong Opposition – Community Character,oppose,False,"I am not in favor of any changes to rezoning to allow more legal and illegal suites in my neighborhood,...","I am not in favor of any changes to rezoning to allow more legal and illegal suites in my neighborhood, unless my property taxes are lowered. I live in Beddington Heights and there are several illegal 4-plexes on my street and it is impossible to park in front of my single family home. Most of these duplexes have suites in the basement with at least 4 vehicles per unit. Even this interactive map says these units are single dwellings, so they are not been taxed accordingly.",-0.4857,-0.0153
475,43,3,Opposition – Infrastructure & Services,oppose,False,My one concern is the allowed building height.,My one concern is the allowed building height. In my situation our backyard garden (supplying multiple families with fresh produce every summer) has now been completely shaded by the new development next door. We are left without options to maintain the size and perfect protected environment it had last summer. Can we also set a limit on the height and proximity to neighbours?,0.2328,0.5003
476,43,3,Opposition – Infrastructure & Services,oppose,False,I'm not interested in rezoning in my neighbourhood because I moved into a particular area with the understanding that the...,I'm not interested in rezoning in my neighbourhood because I moved into a particular area with the understanding that the neighbourhood would not be rezoned and I like it as is. I would be concerned about increased traffic in the area and more noise.,-0.0541,0.2189
477,43,1,Strong Opposition – Community Character,oppose,False,The current city council has the lowest approval rating in City history.,The current city council has the lowest approval rating in City history. They have no mandate and should never be allowed to proceed with this. The so called housing “crisis” is entirely due to a disastrous out of,-0.4377,-0.0443
478,43,1,Strong Opposition – Community Character,oppose,False,control federal immigration open floodgate.,control federal immigration open floodgate. Calgary homeowners are opposed to this and a responsible council would listen to ratepayers!,-0.7911,0.1585
479,44,3,Opposition – Infrastructure & Services,oppose,False,"I live in an R1 area, currently homes sell for +700000 and then the home is levelled and million dollar...","I live in an R1 area, currently homes sell for +700000 and then the home is levelled and million dollar a side duplexes are built. This is no help to the cost of housing. It just strains the infrastructure. Leave R1 areas alone. Builders will always make a profit. Why bother otherwise. Try the office conversions. It might work or it might become ghetto gulag style disasters. But give it a try and then decide before applying a blanket zone over the city.",0.1483,0.563
480,44,5,Support – Housing Affordability & Supply,support,False,Rezoning should happen across Calgary to future proof homes.,Rezoning should happen across Calgary to future proof homes. Please don’t increase property taxes like crazy. No other comments.,0.4778,0.1003
481,44,5,Support – Housing Affordability & Supply,support,False,"Failure to approve wide-level rezoning to increase the missing middle in housing will, in the long term, cause an affordability...","Failure to approve wide-level rezoning to increase the missing middle in housing will, in the long term, cause an affordability crisis seen in other major areas. This will reduce the vibrancy and diversity of the city, increase housing-caused poverty, and ensure home ownership is only available to the wealthy, and all of that is bad. Council needs to ignore NIMBYs who fear the encroachment of the less fortunate upon their neighborhoods and make long term decisions to stand up for what is right.",0.6754,-0.0905
482,44,2,Strong Opposition – Process & Democracy,oppose,True,City council does not represent the views of 90% of Calgarians who DO NOT WANT REZONOING!,City council does not represent the views of 90% of Calgarians who DO NOT WANT REZONOING! Your surveys tell you established neighbourhoods do not want to be rezoned yet you proceed anyway. The plans do not consider parking which becomes problematic. Altadore has too many cars on streets not designed to handle the traffic and no place to park. Your plans ruin heighbourhoods. You should put this to a referendum if you want to proceed.,-0.3846,-0.7091
483,44,5,Support – Housing Affordability & Supply,support,False,I am all in for making easier to rezoning,I am all in for making easier to rezoning,0.7181,0.1051
484,44,1,Strong Opposition – Community Character,oppose,False,I am definitely against the proposed rezoning.,"I am definitely against the proposed rezoning. Relaxing the building restrictions in single family home areas will depress property values, no matter what your propaganda says. I've lived in Calgary since 1980 and know what happens when an apartment building shows up next to a single family house.",-0.5039,0.039
485,44,1,Strong Opposition – Community Character,oppose,True,Stop destroying our communities with condo building built by your sponsors!,Stop destroying our communities with condo building built by your sponsors!,-0.977,-0.1003
486,44,1,Strong Opposition – Community Character,oppose,False,This strategy seems like a knee-jerk reaction and the map is incoherent and illogical.,"This strategy seems like a knee-jerk reaction and the map is incoherent and illogical. 14 st/20 Av/24 Av/19 St NW are ideal examples where the mix of R-CG and H-GO make no sense. All should be completely H-GO with no single family allowed during redevelopment. Create higher density corridors and zones instead of blowing up neighbourhood character everywhere. Neighbourhood development should be coherent (rezone to RC2 everywhere), R-CG on all corner lots, and H-GO on all major corridors.",-0.6422,0.0427
487,44,3,Opposition – Infrastructure & Services,oppose,False,Most of our neighbourhoods are designed for single homes.,"Most of our neighbourhoods are designed for single homes. Significantly increasing the density could create major problems: • Will there be enough parking for all the additional cars? • Can the streets handle the increased usage? • Can the current water, sewer, gas and electrical systems handle the increased demand?",0.1177,0.3148
488,44,1,Strong Opposition – Community Character,oppose,False,And it can also reduce existing property values.,And it can also reduce existing property values.,-0.6896,0.1164
489,44,1,Strong Opposition – Community Character,oppose,False,You have not clearly stated what rezoning is.,You have not clearly stated what rezoning is. It appears that it will remove the current zoning from a lot of neighbourhoods so that higher density housing can be built in neighbourhoods that have mostly single- family homes in them. Saying that with this will not reduce your property value is a guess.,-0.4647,0.2233
490,45,5,Support – Housing Affordability & Supply,support,False,I strongly support this rezoning and having Calgary do what some other cities have already done to increase the availability...,"I strongly support this rezoning and having Calgary do what some other cities have already done to increase the availability and diversity of housing, and thus also help increase affordable housing.",0.7032,0.1817
491,45,5,Support – Housing Affordability & Supply,support,False,"Great idea rezoning everything, However the basement suite building regulations need revised aswell.","Great idea rezoning everything, However the basement suite building regulations need revised aswell. The requirement for a second furnace for basement suites is too big an obstical for many people, financially, space wise and because of all the additonal ducting and drywall repairs needed. There are systems that use zoning dampners and mutiple thermometers to get heat to where it's needed. Interlinked smoke alarms take care of any emergency and the whole building will be emptied. 80% cost saving",0.9554,0.1938
492,45,3,Opposition – Infrastructure & Services,oppose,False,Our biggest concern is the unreal amounts of vehicles higher density zoning will bring into our neighbourhood.,"Our biggest concern is the unreal amounts of vehicles higher density zoning will bring into our neighbourhood. Where will all these new people park? There is no parking as is, there are days when I have parked vehicles on both sides of my alley while I am trying to shimmy my SUV into our garage. And we have a double lane alley through which we access the garage! Not to mention all the illegally parked vehicles we are now already dealing with.",0.0868,0.6493
493,45,1,Strong Opposition – Community Character,oppose,False,We do not support zoning changes.,We do not support zoning changes. We want status quo in Glendale.,-0.8448,-0.1737
494,45,1,Strong Opposition – Community Character,oppose,False,I strongly oppose the idea of rezoning of my neighborhood (Evergreen).,I strongly oppose the idea of rezoning of my neighborhood (Evergreen). There are single detached houses here and I want them to remain this way.,-0.6321,-0.0416
495,45,1,Strong Opposition – Community Character,oppose,False,Street width needs to be much wider if density will be increased.,Street width needs to be much wider if density will be increased. Or limits on parking on both sides of the street. Limit parking in unbearable in new communities and therefore I do not support this initiative.,-0.7534,-0.0694
496,45,3,Opposition – Infrastructure & Services,oppose,True,"Yes, it also disrupts the quality of life for people who worked hard to live in nice areas then must...","Yes, it also disrupts the quality of life for people who worked hard to live in nice areas then must endure construction issues, low water pressure, noice and congestion and probably loose a lovely park or golf course. These folks should have rights too. How do see rezoning fair. This city is going to hell!!!",-0.0471,0.6579
497,45,1,Strong Opposition – Community Character,oppose,False,I am strongly against this proposed re-zoning proposal.,I am strongly against this proposed re-zoning proposal.,-0.8726,0.0082
498,45,1,Strong Opposition – Community Character,oppose,False,It makes more sense to help homeowners to upgrade the older homes rather than buying new at the cost of...,"It makes more sense to help homeowners to upgrade the older homes rather than buying new at the cost of new construction. Rezoning for infill housing is extremely expensive. The mayor and council should support home builders & renovators by expediting the permits faster and eliminating all the red tape for permits. Oh and congratulation's mayor and council on your wage increase, and thanks for the tax hike for all citizens of Calgary, (mayor and council are no doubt excluded from this tax hike).",-0.6205,-0.0093
499,45,3,Opposition – Infrastructure & Services,oppose,False,If there is not enough infrastructure in a community rezoning will not help.,If there is not enough infrastructure in a community rezoning will not help. Parking in alley ways is not feasible.,-0.0892,0.6444
500,45,5,Support – Housing Affordability & Supply,support,False,I am in favour because: 1.,I am in favour because: 1. Affordable homes in all communities will help lower income families with children move to better zones where their kids and youth can grow up with more positive influence around them instead of being in zones where only lower income live and where crime rates tend to be higher. 2. Calgary should continue to be a place of opportunities for all and that can only happen if everyone has the basic necessities required to thrive. Thriving people benefit the local economy.,0.9747,-0.0221
501,45,1,Strong Opposition – Community Character,oppose,False,simply --- there are more people on the earth than it can support.,"simply --- there are more people on the earth than it can support. While new houses may be more efficient, more people means more energy consumption of some type of energy (cold/dark Calgary)",-0.5019,0.1067
502,45,5,Support – Housing Affordability & Supply,support,False,Overall sounds great news for young people looking to enter the market.,Overall sounds great news for young people looking to enter the market.,0.3316,-0.0413
503,45,5,Support – Housing Affordability & Supply,support,False,Any negatives for whoever owns multi properties right now do not overcome the benefits of this proposal.,Any negatives for whoever owns multi properties right now do not overcome the benefits of this proposal.,0.5737,0.1438
504,46,5,Support – Housing Affordability & Supply,support,False,Making things more affordable should be a priority.,Making things more affordable should be a priority.,0.6726,0.1069
505,46,1,Strong Opposition – Community Character,oppose,True,You are destroying our R1 neighbourhood.,You are destroying our R1 neighbourhood. We bought this house thinking I wouldn’t have a [removed] 2 story fourplex built across the lane. What gives you the right to do this and increase my taxes as I stare at the mansion blocking my evening sun. Shame on you you!!!!!,-0.6536,-0.1079
506,46,6,Support – Environmental & Sustainability,support,False,Mass open door out of control poverty [removed] has to STOP!,"Mass open door out of control poverty [removed] has to STOP! [removed] is the root cause of every problem in this country. Poverty (70% of [removed]), crime- [removed], [removed], money laundering, increases CO2, causes climate change, environmental destruction, housing/rent unaffordability, healthcare overload and chaos, never ending tax increases, continual national debt.",0.6604,0.4033
507,46,1,Strong Opposition – Community Character,oppose,False,"I am absolutely opposed to having my community rezoned for higher density, as as we have all paid a premium...","I am absolutely opposed to having my community rezoned for higher density, as as we have all paid a premium to live in this neighbourhood with RC-1 zoning. [personal information removed], Wildwood resident",-0.6704,-0.0143
508,46,1,Strong Opposition – Community Character,oppose,False,I disagree strongly with the rezoning in our neighborhood,I disagree strongly with the rezoning in our neighborhood,-0.6295,-0.0873
509,46,3,Opposition – Infrastructure & Services,oppose,False,I hear the horror stories and have a friend who has had several sewer backups in her area (Richmond).,I hear the horror stories and have a friend who has had several sewer backups in her area (Richmond). The city doesn't seem to upgrade the existing infrastructure to accommodate what could be 2-4 times the number of homes on a lot. Parking is a huge issue.My vote will be NO.,0.1088,0.6601
510,46,1,Strong Opposition – Community Character,oppose,False,"Why not just build large Soviet style apartment buildings, that are owned by the state and are assigned to individuals...","Why not just build large Soviet style apartment buildings, that are owned by the state and are assigned to individuals based on what the government wants.",-0.4644,0.0854
511,46,6,Support – Environmental & Sustainability,support,False,"Just to say, I support this plan whole heartedly.","Just to say, I support this plan whole heartedly. We need densification, lots of cheaper housing and more options. It is important to help prevent climate change and to help peoplle. Don't forget one level ground floor homes for seniors and disabled people who may have difficulty with stairs. [personal information removed], Montgomery.",0.8723,0.6307
512,46,1,Strong Opposition – Community Character,oppose,False,I do not support rezoning in all neighborhoods.,I do not support rezoning in all neighborhoods. We chose to buy our house where we did because we don’t want to live near high density housing. That a developer can now buy up a few houses on our block and build a row house is not what we want or want to live near.,-0.6768,-0.0782
513,46,6,Support – Environmental & Sustainability,support,False,I highly support this and I’d go a step further and promote more densification.,"I highly support this and I’d go a step further and promote more densification. In-fill is fine but even some denser, small apartment buildings would help. More walkability, more community and happenings in the neighborhoods which is currently something that is missing in much of the west-coast suburban cities like Calgary.",0.9047,0.7562
514,46,2,Strong Opposition – Process & Democracy,oppose,False,This was never talked about during the election.,This was never talked about during the election. This should be voted on by the people of calgary just like the olympic bid. Seems like developers are making decisions not the people of calgary.,-0.1128,-0.3958
515,46,3,Opposition – Infrastructure & Services,oppose,False,This process is exercise in futility 4 anyone who opposes City’s obsessive density agenda Blanket rezoning only serves 2 make...,"This process is exercise in futility 4 anyone who opposes City’s obsessive density agenda Blanket rezoning only serves 2 make it easier 4 Admin/Council 2 approve all development requests without having 2 listen 2 individual citizens who would be impacted by it Given the “push” 4 this proposal from the City, the outcome is clear, the City will proceed no matter how many people object 2 it on reasonable grounds. The fix is in!",0.1389,0.6
516,47,1,Strong Opposition – Community Character,oppose,False,"Only get 500 characters submit, that not enough 2 express ourselves","Only get 500 characters submit, that not enough 2 express ourselves",-0.6503,0.0743
517,47,2,Strong Opposition – Process & Democracy,oppose,False,I do not agree with the new zoning rules and would like to see a referendum on the proposal to...,I do not agree with the new zoning rules and would like to see a referendum on the proposal to ensure that the majority of Calgarians do before it is implemented.,-0.3645,-0.4233
518,47,5,Support – Housing Affordability & Supply,support,False,The housing crisis has largely been created by the Federal Govt.,"The housing crisis has largely been created by the Federal Govt. I have no problem with those from other countries coming to Canada. However, too many people have been allowed into the country without any planning in how were going to house them or the effect it will have on our Health Care system. It's seems like all levels of govt create the problem and then we have to fix it. Time to do some proper planning before we have a problem. No to City rezoning. I have no problem in New subdivisions.",0.8611,0.0698
519,47,3,Opposition – Infrastructure & Services,oppose,False,This should not be city wide.,"This should not be city wide. Focus on lands near public infrastructure, employment and the suburbs . DO NOT RUIN EXISTING INNER CITY COMMUNITIES. START BY DEFINING AN OPTIMAL LEVEL OF AFFORDABLE POPULATION GROWTH.",0.008,0.6558
520,47,1,Strong Opposition – Community Character,oppose,False,1.,"1. On-street parking is already a major problem. Require designated parking in residential areas especially for people with mobility issues. Charging for a permit is hard-hearted. 2. Where is the requirement for social housing to be built? Calling something ""affordable"" is a meaningless term. A $1MM house is affordable to some; certainly not to most. 3. How do you prevent a new 3-storey house from overshadowing an existing bungalow? 4. Bet luxury homes won't have rowhousing next door to them.",-0.632,0.035
521,47,5,Support – Housing Affordability & Supply,support,False,I am 100% in favour of citywide rezoning.,"I am 100% in favour of citywide rezoning. Many are challenged by housing and moving to the far edges of the city isn’t a viable option. We are sprawled a ridiculous amount already and the sprawl is taxing services. Please carry on with this plan! I get many will be opposed and not want their thoughts about rezoning disturbing their standard of living, but rezoning in my opinion is crucial. Thank you!",0.7424,-0.0964
522,47,5,Support – Housing Affordability & Supply,support,False,This is not a good idea.,This is not a good idea. There is plenty of land on the outskirts of Calgary so it’s better to build more houses expanding Calgary outwards.,0.6463,-0.0864
523,47,3,Opposition – Infrastructure & Services,oppose,False,"Disheartened by Calgary's housing crisis, no plans addressing interprovincial migration, immigration, and student visas fuel my frustration.","Disheartened by Calgary's housing crisis, no plans addressing interprovincial migration, immigration, and student visas fuel my frustration. Unchecked demand strains resources, making it impossible to keep pace. Adding more housing amidst a vulnerable power grid risks disaster. Before expanding, we must fortify infrastructure and reassess population influx for a sustainable future. Prioritize stability over growth.",0.0252,0.4082
524,47,1,Strong Opposition – Community Character,oppose,False,This rezoning initiative is political and ideologically driven mistake.,"This rezoning initiative is political and ideologically driven mistake. It will result in reduced property values, significantly increased congestion, noise, conflicts, and will undermine the quality of life that Calgarians have worked hard to achieve and maintain. The primary beneficiaries will be the developers, high level bureaucrats and their city council stooges. Neighborhoods will decline and the row houses, duplexes and the like are ghettos-in-the-making. Your plan is garbage.",-0.54,0.0899
525,47,1,Strong Opposition – Community Character,oppose,False,No more rezoning.,"No more rezoning. Less people entering country, province and city.",-0.6163,-0.012
526,47,5,Support – Housing Affordability & Supply,support,True,I am NOT in favour of this proposal!,I am NOT in favour of this proposal! I have not paid taxes all these year to live in a neighborhood which suddenly has the potential of turning into a high density parking lot or slum. The,0.8798,-0.1805
527,48,5,Support – Housing Affordability & Supply,support,False,I agree with the rezoning approach.,"I agree with the rezoning approach. With faster than ever population growth, Calgary need to resolve affordability issues. That been said, housing demand need to be fulfilled by general public demands.",0.5184,0.0322
528,48,2,Strong Opposition – Process & Democracy,oppose,False,"I am totally against rezoning and 15 minute cities, it is up to the homeowners in Calgary to decide this...","I am totally against rezoning and 15 minute cities, it is up to the homeowners in Calgary to decide this issue not city council, a referendum should be usedto determine an issue that affects homeowners to this degree",-0.3086,-0.4095
529,48,3,Opposition – Infrastructure & Services,oppose,False,Not interested areas are already overpopulated and parking is not functional.,Not interested areas are already overpopulated and parking is not functional.,-0.1206,0.566
530,48,1,Strong Opposition – Community Character,oppose,False,“No” to city wide rezoning - I purchased my home in an R1 neighborhood for a reason.,"“No” to city wide rezoning - I purchased my home in an R1 neighborhood for a reason. If I wanted to live in a high density area, I would have bought in an R2 or R3 zone. If you meddle in rezoning established neighborhoods, expect lawsuits! I have no problem with inner city rezoning, stay away from established R1 neighborhoods.",-0.7044,-0.1282
531,48,6,Support – Environmental & Sustainability,support,False,It can't happen soon enough.,"It can't happen soon enough. A more compact city is a more efficient city, financially and environmentally.",0.7895,0.5248
532,48,3,Opposition – Infrastructure & Services,oppose,False,The areas are already too full and parking is too overwhelmed,The areas are already too full and parking is too overwhelmed,0.1436,0.6299
533,48,5,Support – Housing Affordability & Supply,support,False,"If the council wants to approve city wide rezoning, it has to be a fair equal approach across the whole...","If the council wants to approve city wide rezoning, it has to be a fair equal approach across the whole city, meaning no exceptions to more expensive neighborhood like Mount Royal.",0.8382,0.0886
534,48,1,Strong Opposition – Community Character,oppose,True,"I have a concern with council approving in areas of development where it will greatly impact the traffic, safety for...","I have a concern with council approving in areas of development where it will greatly impact the traffic, safety for the community, children, seniors. The city should absolutely not approve any rowhouses with optional basement rental units. These units should only be approved when there is designated parking for these units. These units are currently creating parking nightmares and safety issues for the community.",-0.8314,-0.1123
535,48,1,Strong Opposition – Community Character,oppose,False,"This seems to be simply an administrative project in an attempt to say that something is being solved/fixed, when in...","This seems to be simply an administrative project in an attempt to say that something is being solved/fixed, when in actuality I doubt it does anything. I'm seeing this too many times with our city administrators. I've lost faith in the people that run the city and feel you won't listen to us regardless of what is said. Just like how the red line was pushed on us when logical people knew that ring road would solve all issues in that area. Instead the city spends millions for a bus that's empty.",-0.8265,0.3455
536,48,1,Strong Opposition – Community Character,oppose,False,Build more houses and STOP social engineering.,Build more houses and STOP social engineering.,-0.7795,-0.0252
537,48,1,Strong Opposition – Community Character,oppose,False,Yes.,Yes. I have feedback. I fail to respect the City of Calgary's multidensity plan. I do not know why you are troubling me for an opinion. As historically communities are in opposition with multidensity.,-0.7932,-0.0337
538,48,2,Strong Opposition – Process & Democracy,oppose,False,"If you really cared, we the people would be allowed to vote by plebiscite.","If you really cared, we the people would be allowed to vote by plebiscite. No body wants more people in Calgary, nor Canada.",-0.4201,-0.6242
539,48,7,Other / Unclear,unclear,False,"Within the last several years, here in Calgary, Alberta, the Canadian Air Municipalities an Advanced rate of air toxicity.","Within the last several years, here in Calgary, Alberta, the Canadian Air Municipalities an Advanced rate of air toxicity.",-0.1198,-0.1669
540,48,6,Support – Environmental & Sustainability,support,False,I am in overall support of this proposed rezoning.,"I am in overall support of this proposed rezoning. I think a major housing type that is completely under- represented is co-housing. Why is there only one co-housing development in Calgary (Prairie Sky)? This type of housing type would meet so many different kinds of needs for not just housing, but community capacity building, resource sharing, reducing individual household environmental and climate imprint, etc. I would be EVEN MORE in support of rezoning if co-housing was a priority.",0.7348,0.4679
